,EMPLOYEE #,satisfaction_level,last_evaluation
5379,31680,0.5,0.7
5380,31693,0.7,0.51
5381,23617,0.79,0.83
5382,31700,0.19,0.72
5383,77727,0.89,0.5
5384,31706,0.36,0.6
5385,31707,0.62,0.66
5386,31710,0.84,0.93
5387,31717,0.65,0.87
5388,31725,0.65,0.7
5389,31735,0.87,0.92
5390,31750,0.66,0.73
5391,31751,0.83,0.9
5392,31755,0.89,0.63
5393,31765,0.91,0.97
5394,90475,0.91,0.56
5395,31773,0.83,0.5
5396,31788,0.87,0.82
5397,27777,0.62,0.79
5398,31797,0.54,1.0
5399,31799,0.84,0.53
5400,31802,0.33,0.82
5401,29348,0.79,0.58
5402,33686,0.31,0.41
5403,31813,0.68,0.81
5404,31818,0.52,0.7
5405,31819,0.54,0.64
5406,31824,0.73,0.78
5407,31829,0.49,0.74
5408,31831,0.37,0.67
5409,31837,0.53,0.84
5410,31845,0.58,0.75
5411,31851,0.2,0.51
5412,31856,0.91,0.6
5413,31862,0.53,0.78
5414,31869,0.99,0.72
5415,31876,0.97,0.87
5416,31893,0.18,0.93
5417,31908,0.83,0.93
5418,31910,0.49,0.47
5419,31925,0.74,0.93
5420,36087,0.7,0.6
5421,31949,0.97,0.91
5422,31950,0.92,0.91
5423,31953,0.94,0.7
5424,31955,1.0,0.98
5425,31962,0.5,0.51
5426,31966,0.77,0.89
5427,31972,0.68,0.71
5428,31975,0.57,0.43
5429,31976,0.57,0.61
5430,31982,0.48,0.97
5431,31983,0.7,0.95
5432,31985,0.68,0.43
5433,31986,0.62,0.68
5434,31987,0.61,0.51
5435,31990,0.83,0.77
5436,32017,0.99,0.8
5437,32022,0.58,0.72
5438,36615,0.93,0.83
5439,32027,0.66,0.5
5440,32029,0.52,0.98
5441,32047,0.5,0.6
5442,32049,0.16,0.7
5443,94675,0.62,0.74
5444,32053,0.49,0.49
5445,32054,0.56,0.91
5446,32064,0.96,0.59
5447,32073,0.5,0.75
5448,32079,0.99,0.99
5449,32087,0.54,0.51
5450,32097,0.52,0.9
5451,32115,0.81,0.99
5452,32116,0.5,0.73
5453,32128,0.51,0.88
5454,32130,0.41,0.47
5455,32135,0.62,0.72
5456,32142,0.56,0.68
5457,39867,0.96,0.75
5458,32157,0.58,0.64
5459,32158,0.66,0.75
5460,32159,0.56,0.75
5461,32162,0.56,0.93
5462,32165,0.67,0.91
5463,32169,0.72,0.71
5464,32171,0.59,0.79
5465,32172,0.95,0.55
5466,32183,1.0,0.93
5467,41578,0.56,0.64
5468,32211,0.52,0.49
5469,45183,0.88,0.9
5470,47781,0.58,0.84
5471,32231,0.86,0.92
5472,32233,0.19,0.64
5473,32242,0.6,0.6
5474,32254,0.82,0.87
5475,32261,0.64,0.75
5476,32262,0.83,0.67
5477,32269,0.57,0.75
5478,32278,0.98,0.92
5479,32283,0.54,0.69
5480,49256,0.72,0.66
5481,32290,0.89,0.87
5482,50664,0.41,0.57
5483,32316,0.93,0.62
5484,32330,0.9,0.9
5485,51741,0.38,0.59
5486,32349,0.52,0.88
5487,32351,0.99,0.72
5488,32352,0.69,0.74
5489,54564,0.76,0.76
5490,32356,0.42,0.46
5491,32359,0.78,0.9
5492,32360,0.37,0.46
5493,55029,0.89,0.39
5494,55098,0.93,0.49
5495,59678,0.98,0.56
5496,32372,0.65,0.56
5497,32393,0.3,0.61
5498,68226,0.97,1.0
5499,32409,0.84,0.49
5500,32415,0.76,0.76
5501,32417,0.5,0.74
5502,32421,0.48,0.61
5503,32425,0.56,0.63
5504,32426,0.99,0.77
5505,32430,0.65,0.94
5506,69391,0.92,0.81
5507,32437,0.88,0.76
5508,32447,0.99,0.86
5509,32460,0.96,0.93
5510,32461,0.55,0.85
5511,71862,0.71,0.94
5512,32467,0.72,0.68
5513,72426,0.23,0.5
5514,32472,0.78,0.61
5515,32474,0.82,0.61
5516,32480,0.49,0.74
5517,32488,0.96,0.82
5518,32495,0.5,0.78
5519,72795,0.98,0.57
5520,32498,0.85,0.57
5521,32504,0.72,0.75
5522,32510,0.78,0.83
5523,32519,0.62,0.43
5524,32520,0.64,0.38
5525,73111,0.24,0.5
5526,73511,0.84,0.78
5527,32530,0.61,0.61
5528,32539,0.79,0.71
5529,32548,0.86,0.77
5530,32549,0.7,0.54
5531,78779,0.53,0.76
5532,32555,0.58,0.88
5533,32560,0.45,0.55
5534,32570,0.86,0.87
5535,32581,0.95,0.81
5536,32583,0.51,0.84
5537,32586,0.35,0.41
5538,32596,0.99,0.57
5539,85401,0.73,0.49
5540,27608,0.44,0.48
5541,32607,0.43,0.74
5542,32610,0.81,0.77
5543,32617,0.77,0.83
5544,32620,0.52,0.86
5545,32622,0.21,0.92
5546,32624,0.88,0.93
5547,32625,0.48,0.8
5548,87736,0.21,0.63
5549,32641,0.81,0.53
5550,32651,0.38,0.77
5551,32655,0.67,0.77
5552,32657,0.87,0.94
5553,32660,0.85,0.41
5554,32668,0.52,0.9
5555,32669,0.9,0.95
5556,32671,0.85,0.56
5557,88381,0.77,0.52
5558,32684,0.61,0.97
5559,32688,0.74,0.54
5560,32689,0.56,0.85
5561,32701,0.28,0.97
5562,32712,0.86,0.68
5563,32713,0.63,0.78
5564,32720,0.85,0.96
5565,88407,0.84,0.84
5566,32736,0.98,0.6
5567,32740,0.51,0.78
5568,32745,0.71,0.85
5569,32746,0.88,0.69
5570,32765,0.16,0.81
5571,32769,0.98,0.86
5572,32770,0.81,0.76
5573,88941,0.17,0.79
5574,32779,0.22,0.65
5575,32782,0.67,0.69
5576,32785,0.72,0.83
5577,32786,0.67,0.91
5578,32798,0.47,0.55
5579,32810,0.51,0.75
5580,32811,0.88,0.71
5581,32813,0.48,0.94
5582,32816,0.66,0.99
5583,32822,0.58,0.5
5584,32829,0.23,0.96
5585,32841,0.86,0.77
5586,32847,0.81,0.99
5587,32857,0.75,0.54
5588,32866,0.49,0.89
5589,32869,0.31,0.5
5590,32870,0.83,0.75
5591,32876,0.7,0.55
5592,90043,0.49,0.99
5593,93151,0.57,0.92
5594,32889,0.37,0.45
5595,32894,0.69,0.75
5596,32895,0.62,0.98
5597,32896,0.5,0.68
5598,1294,0.81,0.73
5599,32933,0.2,0.41
5600,4315,0.22,0.58
5601,32937,0.63,0.79
5602,32938,0.68,0.53
5603,32941,0.52,0.49
5604,32942,0.22,0.52
5605,32944,0.51,0.82
5606,32946,0.66,0.92
5607,32947,0.26,0.37
5608,32953,0.42,0.4
5609,32963,0.86,0.77
5610,32969,0.52,0.68
5611,5097,0.95,0.64
5612,32973,0.63,0.94
5613,32975,1.0,0.54
5614,32978,0.54,0.58
5615,32982,0.9,0.7
5616,32989,0.49,0.99
5617,32992,0.81,0.6
5618,33012,0.5,0.66
5619,33021,0.7,0.88
5620,33031,0.5,0.85
5621,33032,0.98,0.66
5622,33036,0.86,0.51
5623,33043,0.93,0.77
5624,33048,0.62,0.75
5625,6966,0.64,0.57
5626,33059,0.66,0.94
5627,33062,0.65,0.86
5628,33071,0.89,0.84
5629,33073,0.77,0.58
5630,33080,0.4,0.36
5631,7038,0.36,0.44
5632,33083,0.3,0.48
5633,33084,0.9,0.64
5634,33088,0.23,0.49
5635,33089,0.24,0.79
5636,33097,0.98,0.92
5637,8408,0.49,0.48
5638,33100,0.23,0.48
5639,33118,0.79,0.71
5640,33120,0.21,0.76
5641,33121,0.38,0.92
5642,33128,0.17,0.59
5643,33130,0.56,0.69
5644,33132,0.97,0.7
5645,33134,0.22,0.78
5646,33135,0.84,0.88
5647,33139,0.64,0.63
5648,33143,0.78,0.69
5649,33157,0.23,0.4
5650,33159,0.99,0.82
5651,8470,0.15,0.76
5652,33168,0.24,0.96
5653,33174,0.84,0.71
5654,33177,0.82,0.58
5655,33179,0.17,0.86
5656,33189,0.72,0.71
5657,33191,0.86,0.91
5658,33193,0.75,0.55
5659,33195,0.93,0.82
5660,33203,0.75,0.52
5661,33212,0.45,0.55
5662,33214,0.44,0.87
5663,9452,0.55,0.9
5664,33219,0.78,0.56
5665,10321,0.5,0.52
5666,33244,0.96,0.66
5667,33250,0.72,0.53
5668,15500,0.77,0.55
5669,15869,0.89,0.94
5670,16089,0.58,0.79
5671,33286,0.75,0.96
5672,33289,0.77,0.8
5673,16451,0.76,0.87
5674,33292,0.87,0.76
5675,33307,0.95,0.74
5676,33308,0.73,0.54
5677,33315,0.2,0.56
5678,33321,0.55,0.43
5679,33330,0.21,0.53
5680,33331,0.91,0.74
5681,33333,0.61,0.87
5682,33334,0.89,0.59
5683,33337,0.65,0.76
5684,18274,0.7,0.48
5685,33349,0.79,0.95
5686,33363,0.99,0.67
5687,18520,0.52,0.77
5688,33375,0.71,0.97
5689,33387,0.21,0.58
5690,33394,0.4,0.62
5691,33403,0.74,0.75
5692,33411,0.79,0.6
5693,33416,0.88,0.58
5694,33418,0.89,0.93
5695,33426,0.61,0.72
5696,33433,0.48,0.54
5697,33434,0.81,0.98
5698,18805,0.71,0.74
5699,33462,0.92,0.53
5700,33473,0.99,0.71
5701,33477,0.74,0.55
5702,33479,1.0,0.94
5703,33483,0.81,0.55
5704,33488,0.59,0.7
5705,33492,0.9,0.58
5706,33497,0.98,0.9
5707,8318,0.56,0.55
5708,20707,0.86,0.89
5709,33531,0.82,0.59
5710,33536,0.94,0.53
5711,21577,0.68,0.96
5712,33546,0.81,0.69
5713,33562,0.59,0.59
5714,24875,0.54,0.82
5715,33584,0.77,0.87
5716,26252,0.62,0.61
5717,33587,0.58,0.57
5718,29559,0.63,0.84
5719,33593,0.78,1.0
5720,33606,0.82,0.78
5721,33609,0.73,0.86
5722,33612,0.53,0.74
5723,33615,0.88,0.62
5724,33635,0.65,0.6
5725,33639,0.57,0.61
5726,33649,0.93,0.76
5727,33650,0.83,0.64
5728,33656,0.73,0.45
5729,33664,0.78,0.67
5730,31698,0.9,0.62
5731,33858,0.59,0.66
5732,33687,0.67,0.89
5733,33703,0.59,0.51
5734,33710,0.53,0.54
5735,33713,0.56,0.73
5736,33714,0.72,0.89
5737,33715,0.81,0.49
5738,33726,0.54,0.68
5739,41481,0.91,0.87
5740,33732,0.51,0.96
5741,33734,0.59,0.39
5742,44329,0.64,0.86
5743,44444,0.95,0.68
5744,44721,0.75,0.69
5745,33762,0.44,0.38
5746,33780,0.55,0.6
5747,33785,0.6,0.81
5748,33790,0.84,0.58
5749,33796,0.49,0.65
5750,33804,0.75,0.71
5751,33808,0.35,0.81
5752,33813,0.68,0.78
5753,33819,0.52,0.53
5754,46427,0.78,0.57
5755,33825,0.44,0.92
5756,33826,0.18,0.86
5757,50073,0.37,0.52
5758,33828,0.71,0.76
5759,50584,0.55,0.83
5760,53410,0.98,0.78
5761,33862,0.88,0.53
5762,33864,0.79,0.9
5763,33885,0.96,0.66
5764,33888,0.3,0.55
5765,33889,0.59,0.9
5766,33890,0.72,0.55
5767,33893,0.59,0.87
5768,33907,0.93,0.68
5769,33920,0.49,0.86
5770,33925,0.73,0.95
5771,33930,0.53,0.6
5772,33935,0.77,0.83
5773,33939,0.45,0.62
5774,54529,0.95,0.78
5775,33949,0.86,0.69
5776,33953,0.59,0.58
5777,33960,0.95,0.63
5778,33965,0.7,0.92
5779,33971,0.56,0.64
5780,55254,0.5,0.92
5781,33978,0.76,0.92
5782,49579,0.85,0.77
5783,33989,0.98,1.0
5784,33990,0.65,0.4
5785,57285,0.44,0.97
5786,34018,0.55,0.97
5787,34027,0.16,0.8
5788,34035,0.16,0.9
5789,34037,0.75,1.0
5790,34044,0.59,0.57
5791,34055,0.48,0.87
5792,34060,0.18,0.68
5793,57484,0.8,0.72
5794,34062,0.8,0.88
5795,34068,0.15,0.52
5796,73641,0.62,0.86
5797,1239,0.21,0.99
5798,34092,0.9,0.82
5799,34102,0.51,1.0
5800,79911,0.99,0.9
5801,34115,0.71,0.49
5802,34120,0.89,0.93
5803,81906,0.74,0.67
5804,34127,0.84,0.85
5805,34129,0.4,0.64
5806,34131,1.0,0.71
5807,34148,0.48,0.51
5808,83332,0.99,0.6
5809,34151,0.73,0.81
5810,34154,0.84,0.91
5811,84186,0.55,0.7
5812,34165,0.44,0.99
5813,34167,0.95,0.67
5814,34199,0.76,0.65
5815,34203,0.94,0.7
5816,34209,0.85,0.5
5817,34214,0.57,0.62
5818,86465,0.67,0.49
5819,86653,0.7,0.67
5820,34247,0.67,0.55
5821,34256,0.72,0.84
5822,34257,0.71,0.53
5823,34272,0.51,0.8
5824,34278,0.98,0.65
5825,34293,0.52,0.83
5826,88053,0.21,0.9
5827,91274,0.43,0.93
5828,34297,0.91,0.62
5829,34312,0.74,0.85
5830,34317,0.34,0.81
5831,34318,0.28,0.46
5832,34322,0.7,0.79
5833,93021,0.53,0.59
5834,34338,0.97,0.51
5835,34346,0.96,0.59
5836,34351,0.74,0.53
5837,34354,0.79,0.86
5838,34364,0.61,0.47
5839,98149,0.36,0.4
5840,34374,0.15,0.91
5841,34378,0.61,0.5
5842,34380,0.59,0.94
5843,34381,0.58,0.77
5844,34383,0.49,0.92
5845,34384,0.92,0.96
5846,34394,0.72,0.92
5847,34397,0.77,0.85
5848,34399,0.6,0.57
5849,34400,0.21,0.4
5850,34406,0.83,0.75
5851,34407,0.71,0.95
5852,34419,0.94,0.46
5853,34421,0.59,0.99
5854,34432,0.59,0.59
5855,34442,0.99,0.68
5856,34449,0.64,0.7
5857,34454,0.54,0.5
5858,34456,0.78,0.63
5859,34463,0.7,0.79
5860,34474,0.9,0.62
5861,34475,0.14,0.74
5862,34491,0.33,0.69
5863,34502,0.73,0.53
5864,34511,0.8,0.87
5865,34513,0.17,0.91
5866,34519,0.34,0.91
5867,34521,0.61,0.9
5868,34533,0.18,0.95
5869,34534,0.72,0.94
5870,34536,0.32,0.79
5871,34537,0.85,0.81
5872,34542,0.85,0.74
5873,1886,0.8,0.81
5874,8492,0.36,0.82
5875,34561,0.8,0.99
5876,34571,0.55,0.9
5877,34577,0.69,0.56
5878,34583,0.71,0.61
5879,12077,0.74,0.56
5880,12505,0.76,0.89
5881,13412,0.81,0.62
5882,34600,0.59,1.0
5883,34602,0.97,0.69
5884,34605,0.98,0.74
5885,34609,0.96,0.87
5886,34612,0.82,0.63
5887,34615,0.97,0.93
5888,15019,0.74,0.51
5889,16320,0.14,0.52
5890,34646,0.3,0.67
5891,34656,0.74,0.89
5892,34664,0.85,0.48
5893,34666,0.69,0.65
5894,34670,0.6,0.95
5895,20761,0.53,0.85
5896,34683,0.94,0.88
5897,34691,0.57,0.63
5898,34694,0.2,0.73
5899,34695,0.82,0.92
5900,34700,0.62,0.92
5901,22926,0.88,0.59
5902,34723,0.82,0.62
5903,34727,0.62,0.91
5904,34729,0.74,0.48
5905,34734,0.91,0.66
5906,34745,0.7,0.96
5907,34755,0.84,0.9
5908,34756,0.35,0.57
5909,34759,0.28,0.83
5910,34766,0.37,0.37
5911,25489,0.75,0.5
5912,34783,0.34,0.6
5913,34787,0.55,0.5
5914,34792,0.97,0.92
5915,34793,0.91,0.57
5916,34795,0.48,0.63
5917,34799,0.53,0.71
5918,34801,0.84,0.67
5919,34809,0.31,0.69
5920,34811,0.81,0.62
5921,25968,0.78,0.95
5922,34817,0.64,0.68
5923,26379,0.41,0.77
5924,34828,0.74,0.81
5925,34832,0.89,0.86
5926,34835,0.26,0.43
5927,27457,0.72,0.39
5928,34845,0.84,0.74
5929,34846,0.52,0.8
5930,34853,0.65,0.95
5931,34855,0.66,0.56
5932,34862,0.86,0.63
5933,34864,0.91,0.9
5934,34865,0.84,0.6
5935,34876,0.87,0.57
5936,34877,0.57,0.54
5937,30666,0.68,0.5
5938,34883,1.0,0.59
5939,34885,0.86,0.74
5940,34907,0.7,0.99
5941,34909,0.28,0.7
5942,34926,0.84,0.9
5943,34928,0.68,0.92
5944,34930,0.45,0.6
5945,34940,0.37,0.74
5946,34947,0.98,0.84
5947,34948,0.67,0.57
5948,38036,0.74,0.83
5949,34955,0.48,0.46
5950,34963,0.22,0.63
5951,34964,0.14,0.79
5952,34983,0.93,0.92
5953,34991,0.83,0.54
5954,34995,0.94,0.79
5955,34999,0.7,0.98
5956,35002,0.74,0.86
5957,35003,0.83,0.85
5958,35010,0.97,0.61
5959,35037,0.61,0.71
5960,35039,0.77,0.71
5961,35045,0.66,0.73
5962,35052,0.92,0.99
5963,35057,0.62,0.55
5964,35065,0.15,0.67
5965,35071,0.82,0.68
5966,38534,0.7,0.48
5967,35081,0.18,0.39
5968,35089,0.99,0.59
5969,35099,0.22,0.9
5970,35105,0.61,0.83
5971,35106,0.78,0.91
5972,39707,0.84,0.61
5973,35122,0.87,0.74
5974,35132,0.73,0.9
5975,35133,0.7,0.86
5976,35142,0.98,0.71
5977,47017,0.85,0.49
5978,35145,0.56,0.83
5979,35152,0.48,0.62
5980,35155,0.65,0.7
5981,35157,0.84,0.59
5982,35163,0.17,0.73
5983,35188,0.84,0.61
5984,35190,0.96,0.59
5985,52260,0.62,0.96
5986,35226,0.57,0.7
5987,35229,0.98,0.87
5988,35245,0.72,0.99
5989,35250,0.43,0.46
5990,35256,0.68,0.57
5991,35260,0.69,0.86
5992,55068,0.91,0.66
5993,35269,0.42,0.37
5994,35275,0.8,0.99
5995,59669,0.79,0.57
5996,35284,1.0,0.94
5997,35289,0.63,0.75
5998,35305,0.61,0.51
5999,35309,0.78,0.98
6000,59950,0.72,0.96
6001,35336,0.64,0.51
6002,35338,0.79,0.86
6003,35344,0.64,0.55
6004,35349,0.82,0.88
6005,35350,0.51,0.86
6006,35351,0.18,0.51
6007,35353,0.67,0.58
6008,35357,0.65,0.85
6009,60767,0.7,0.8
6010,35374,0.59,0.59
6011,35375,0.56,0.76
6012,66918,0.17,0.94
6013,35390,0.8,0.89
6014,35393,0.91,0.62
6015,35410,0.51,0.54
6016,35411,0.76,0.59
6017,35419,0.82,0.59
6018,35429,0.44,0.66
6019,35432,0.5,0.48
6020,67520,0.54,0.49
6021,67602,0.56,0.63
6022,35447,0.77,0.66
6023,35456,0.39,0.38
6024,35458,0.52,0.62
6025,35462,0.63,0.91
6026,35470,0.49,0.46
6027,35484,0.2,0.47
6028,35485,0.21,0.94
6029,35490,0.85,0.98
6030,35491,0.54,0.82
6031,35498,0.23,0.88
6032,35507,0.65,0.96
6033,35512,0.19,0.85
6034,35521,0.76,0.58
6035,35528,0.83,0.8
6036,35555,0.97,0.47
6037,68254,0.67,1.0
6038,35568,0.53,0.62
6039,35581,0.34,0.71
6040,35585,0.58,0.48
6041,35596,0.96,0.68
6042,35597,0.72,0.76
6043,35605,0.58,0.62
6044,35610,0.39,0.67
6045,35615,0.24,0.57
6046,35632,0.64,0.73
6047,35641,0.98,0.55
6048,35646,0.64,0.99
6049,35647,0.56,0.41
6050,35661,0.53,0.74
6051,35662,0.62,0.57
6052,35670,0.85,0.69
6053,35676,0.76,0.85
6054,73946,0.69,0.5
6055,35693,0.35,0.67
6056,75301,0.54,0.47
6057,35706,0.63,0.49
6058,35717,0.58,0.58
6059,35729,0.7,0.93
6060,35732,0.48,0.51
6061,35733,0.59,0.92
6062,35742,0.96,0.8
6063,35747,0.99,0.77
6064,35760,0.73,0.59
6065,35761,0.7,0.73
6066,35769,0.85,0.88
6067,35778,0.66,0.61
6068,35784,0.94,0.97
6069,35794,0.54,0.64
6070,35805,0.78,0.47
6071,35807,0.64,0.85
6072,35808,0.68,0.56
6073,2509,0.92,0.84
6074,35816,0.72,0.73
6075,35822,0.78,0.74
6076,25727,0.35,0.54
6077,35839,0.97,0.77
6078,35840,0.57,0.65
6079,35849,0.9,0.66
6080,35854,0.31,0.61
6081,35855,0.17,0.5
6082,35858,0.8,0.4
6083,35868,0.19,0.76
6084,35871,0.57,0.65
6085,35877,0.22,0.96
6086,35884,0.15,0.9
6087,35895,0.62,0.67
6088,35898,0.61,0.41
6089,86541,0.87,0.81
6090,35915,0.54,0.75
6091,86910,0.71,0.54
6092,87933,0.66,0.67
6093,91500,0.7,0.68
6094,35960,0.53,0.5
6095,35962,0.92,0.54
6096,35963,0.93,0.73
6097,35972,0.62,0.7
6098,35975,0.65,0.53
6099,35980,0.87,0.98
6100,35981,0.97,0.89
6101,35995,0.76,0.77
6102,35999,0.96,0.55
6103,36003,1.0,0.8
6104,36007,0.99,0.85
6105,36011,0.67,0.84
6106,36024,0.61,0.52
6107,36046,0.62,0.92
6108,36054,0.62,0.79
6109,36077,0.97,0.76
6110,36083,0.86,0.56
6111,36085,0.15,0.44
6112,92140,0.14,0.95
6113,36088,0.7,0.98
6114,36090,0.95,0.7
6115,36094,0.63,0.86
6116,36102,0.45,0.75
6117,36104,0.9,0.6
6118,36108,0.15,0.87
6119,36117,0.75,0.86
6120,36118,0.14,0.52
6121,36122,0.5,0.94
6122,36125,0.45,0.45
6123,36133,0.86,0.92
6124,36137,0.52,0.62
6125,36153,0.79,0.48
6126,36157,0.47,0.56
6127,36162,0.76,0.64
6128,36164,0.52,0.72
6129,36169,0.84,0.54
6130,36170,0.5,0.7
6131,93529,0.52,0.63
6132,36177,0.76,0.37
6133,36183,0.59,0.58
6134,95647,0.65,0.79
6135,36189,0.68,0.83
6136,97262,0.52,0.72
6137,36198,0.92,0.5
6138,1824,0.53,0.84
6139,36206,0.5,0.95
6140,36226,0.98,0.77
6141,36232,0.85,0.6
6142,36236,0.49,0.83
6143,36241,0.52,0.73
6144,36242,0.96,0.77
6145,36251,0.86,0.85
6146,36254,0.35,0.59
6147,36256,0.99,0.97
6148,36272,0.52,0.92
6149,2093,0.75,0.91
6150,36282,0.67,0.66
6151,36286,0.49,0.37
6152,2740,0.51,0.62
6153,36301,0.65,0.6
6154,7655,0.73,0.8
6155,36322,0.46,0.75
6156,8362,0.94,0.82
6157,36334,0.53,0.69
6158,36336,0.6,0.79
6159,16823,0.63,0.97
6160,36340,0.75,0.77
6161,36344,0.69,0.53
6162,36345,0.81,0.5
6163,36346,0.74,0.84
6164,36347,0.72,0.55
6165,36352,0.27,0.39
6166,36353,0.86,0.74
6167,36364,0.5,0.59
6168,36368,0.82,0.5
6169,17668,0.73,0.51
6170,36374,0.7,0.72
6171,26922,0.9,0.72
6172,36385,0.72,0.95
6173,36390,0.63,0.85
6174,36398,0.84,0.99
6175,36404,0.98,0.92
6176,36412,0.41,0.48
6177,36417,0.72,0.58
6178,36423,0.87,0.89
6179,36424,0.63,0.71
6180,36429,0.6,0.96
6181,36436,0.58,0.79
6182,36437,0.64,0.52
6183,27258,0.74,0.62
6184,27705,0.93,0.7
6185,32773,0.74,0.75
6186,36467,0.98,0.6
6187,36481,0.87,0.82
6188,57145,0.76,0.99
6189,36501,0.15,0.91
6190,36502,0.18,0.57
6191,36505,1.0,0.67
6192,36514,0.98,0.63
6193,36516,0.73,0.97
6194,36518,0.67,0.72
6195,36521,0.9,0.74
6196,40067,0.54,0.53
6197,36547,0.15,0.39
6198,36564,0.58,0.54
6199,41533,0.81,0.51
6200,36580,0.17,0.51
6201,36585,0.68,0.73
6202,36586,0.68,0.49
6203,36587,0.7,0.93
6204,36593,0.49,0.68
6205,46493,0.55,0.96
6206,36599,0.48,0.84
6207,36604,0.63,0.98
6208,48964,0.83,0.69
6209,36617,0.48,0.87
6210,36623,0.98,0.96
6211,36625,0.57,0.72
6212,36632,0.72,0.66
6213,36635,0.9,0.8
6214,36640,0.64,0.59
6215,49063,0.55,0.98
6216,36657,0.56,0.59
6217,36658,0.8,0.55
6218,36661,0.65,0.76
6219,36666,0.75,0.78
6220,36674,0.69,0.79
6221,51298,0.91,0.76
6222,36685,0.78,0.63
6223,51438,0.71,0.68
6224,36711,0.79,0.96
6225,36727,0.86,0.72
6226,53794,0.87,0.82
6227,36729,0.76,0.99
6228,36733,0.76,0.8
6229,36745,0.74,0.66
6230,36756,0.56,0.81
6231,36761,0.54,0.91
6232,55629,0.84,0.79
6233,36765,0.55,0.69
6234,56283,0.69,0.51
6235,36771,0.79,0.88
6236,59029,0.21,0.38
6237,36780,0.57,0.58
6238,36783,0.89,0.95
6239,60151,0.72,0.98
6240,36809,0.56,0.58
6241,64539,0.84,0.68
6242,36823,0.94,0.76
6243,36826,0.29,0.88
6244,36832,0.54,0.93
6245,36836,0.93,0.73
6246,36840,0.8,0.68
6247,66063,1.0,0.73
6248,36864,0.89,0.56
6249,36865,0.6,0.78
6250,36866,0.49,0.94
6251,36871,0.65,0.75
6252,36878,0.6,0.71
6253,66267,0.51,1.0
6254,36898,0.74,0.89
6255,36905,0.57,0.42
6256,36906,0.82,0.84
6257,36913,0.19,0.63
6258,36914,0.5,0.64
6259,36915,0.91,0.68
6260,67392,0.19,0.86
6261,36930,0.94,0.84
6262,36939,0.88,0.67
6263,36941,0.9,0.87
6264,68152,0.49,0.96
6265,36951,0.99,0.55
6266,36953,0.72,0.81
6267,36956,0.66,0.69
6268,36965,0.96,0.51
6269,36970,0.49,0.69
6270,36971,0.73,0.49
6271,36985,0.48,0.98
6272,36996,0.57,0.78
6273,36999,0.63,0.82
6274,37003,0.46,0.87
6275,37008,0.64,0.5
6276,37012,0.56,0.73
6277,37016,0.97,0.75
6278,37021,0.69,0.68
6279,37022,0.23,0.97
6280,37029,0.77,0.48
6281,37032,0.76,0.57
6282,37037,0.98,0.66
6283,37045,0.92,0.77
6284,37053,0.63,0.67
6285,37062,0.91,0.69
6286,37067,0.4,0.67
6287,37071,0.82,0.62
6288,37075,0.81,0.88
6289,37078,0.61,0.69
6290,70483,0.3,0.57
6291,37098,0.59,0.72
6292,37109,0.2,0.56
6293,37110,0.75,0.56
6294,37124,0.59,0.79
6295,37127,0.63,0.53
6296,37131,0.77,0.68
6297,37144,0.82,0.6
6298,37153,0.6,0.85
6299,37171,0.83,0.72
6300,37173,0.67,0.6
6301,37174,0.84,0.56
6302,37178,0.68,0.79
6303,37196,0.74,0.92
6304,37199,0.63,0.64
6305,37200,0.88,0.9
6306,37203,1.0,0.81
6307,37205,0.7,0.87
6308,37208,0.5,0.71
6309,87240,0.94,0.66
6310,37225,0.67,0.54
6311,37230,0.8,0.88
6312,37232,0.7,0.88
6313,70989,0.24,0.73
6314,37238,0.98,1.0
6315,37242,0.76,0.65
6316,37246,0.78,0.5
6317,37256,0.42,0.91
6318,37258,0.83,0.64
6319,80261,0.98,0.81
6320,37265,0.64,0.81
6321,37276,0.67,0.75
6322,37278,0.26,0.39
6323,37279,0.97,0.64
6324,37282,0.48,0.6
6325,37286,0.84,0.55
6326,83370,0.71,0.74
6327,37308,1.0,0.84
6328,37325,0.6,0.76
6329,37331,0.95,0.37
6330,37342,0.56,0.56
6331,37343,0.75,0.49
6332,37344,0.98,0.53
6333,86968,0.7,0.72
6334,94809,0.65,0.92
6335,37366,0.8,0.81
6336,37371,0.49,0.78
6337,37382,0.32,0.73
6338,95896,0.88,0.54
6339,37393,0.8,0.97
6340,37395,0.73,0.74
6341,37396,0.72,0.58
6342,37397,0.58,0.78
6343,37398,0.66,0.96
6344,37405,0.63,0.79
6345,37407,0.69,0.56
6346,37413,0.49,0.59
6347,37416,0.6,0.45
6348,37424,0.5,0.63
6349,96877,0.34,0.81
6350,37434,0.79,0.6
6351,37449,0.98,0.68
6352,37450,0.96,0.97
6353,37453,0.88,0.89
6354,37455,0.6,0.61
6355,37468,0.62,0.73
6356,37478,0.4,0.72
6357,37484,0.16,0.82
6358,37485,0.81,0.98
6359,37493,0.69,0.69
6360,37494,0.66,0.51
6361,99329,0.66,0.62
6362,2454,0.61,0.53
6363,37518,0.99,0.77
6364,37519,0.73,0.54
6365,37522,0.63,0.72
6366,3031,0.6,0.91
6367,37525,0.44,0.44
6368,37526,0.64,0.95
6369,37532,0.91,0.81
6370,37538,0.55,0.59
6371,37539,0.7,0.73
6372,37541,0.37,0.59
6373,6325,0.16,0.56
6374,37544,0.69,0.97
6375,37545,0.96,0.47
6376,37553,0.62,0.91
